marca,modelo,modelo_anyo,precio_contado,precio_financiado,precio_nuevo,fecha_matriculacion,combustible,kilometraje,carroceria,garantia,color,distintivo_medioambiental,largo,ancho,alto,batalla,volumen_maletero,mma,numero_puertas,numero_plazas,cilindrada,numero_cilindros,sobrealimentacion,traccion,tipo_cambio,numero_marchas,potencia_kw,potencia_cv,par_nm,velocidad_maxima,aceleracion,consumo_urbano,consumo_carretera,consumo_medio,co2,capacidad_deposito,pais,provincia,vendedor
VOLKSWAGEN,Polo,2022,19900,,26158,02/2022,gasolina,22412,berlina,12 ,gris,,4074,1751,1451,2548,351/1125,1640,5,5,999,3,turbo,delantera,manual,5,70,95,175,187,10.8,0.0,0.0,0.0,,40.0,spain,la coruna,vendedor profesional
CITROEN,C3,2021,13900,12400,19660,03/2021,gasolina,48800,berlina,12 ,blanco,,3996,1749,1474,2539,300/0,1550,5,5,1199,3,turbo,delantera,manual,5,60,83,118,168,13.0,0.0,0.0,0.0,,42.0,spain,castellon,vendedor profesional
CITROEN,C3,2020,9990,,18770,05/2020,gasolina,66000,berlina,12 ,rojo,,3996,1749,1474,2539,300/0,1550,5,5,1199,3,turbo,delantera,manual,5,60,83,118,168,13.0,5.7,4.1,4.7,97.0,42.0,spain,castellon,vendedor profesional
NISSAN,Pulsar,2015,9890,9390,23400,01/2015,diesel,101000,berlina,0,blanco,,4387,1768,1520,2700,385/1385,1785,5,5,1461,4,turbo,delantera,manual,6,81,110,260,190,11.5,4.1,3.3,3.6,94.0,46.0,spain,malaga,vendedor profesional
CITROEN,C3 Aircross,2022,20800,19300,,07/2022,gasolina,10,"4x4, suv o pickup",12 ,rojo,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
BMW,X6,2023,91990,89990,81850,06/2023,gasolina,11480,coupe,24 ,pintura metalizada / metalizado,,4935,2004,1696,2975,580/1530,2800,5,5,2998,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,250,340,450,250,5.5,9.6,7.0,8.0,181.0,83.0,spain,pontevedra,vendedor profesional
PORSCHE,Cayenne,2022,189900,187900,237734,01/2022,gasolina,65300,todo terreno,12 ,negro jet,,4942,1995,1636,2895,482/1464,2765,5,5,3996,8,turbo,todo terreno traccion total permanente,automatica secuencial,8,471,640,850,300,3.3,0.0,0.0,0.0,,90.0,spain,murcia,vendedor profesional
MERCEDES-BENZ,Clase CLS,2018,45900,44900,78800,05/2018,diesel,117000,coupe,12 ,gris,,4988,1890,1435,2939,520/0,2545,4,5,2925,6,turbo,total permanente,automatica secuencial,9,210,286,600,250,5.7,7.4,3.9,5.7,152.0,66.0,spain,alicante,vendedor profesional
AUDI,A6,2022,45890,44290,67433,06/2022,diesel,24325,stationwagon,24 ,glaciar,,4939,1886,1470,2924,565/1680,2330,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,150,204,400,241,8.3,0.0,0.0,0.0,,63.0,spain,madrid,vendedor profesional
CHEVROLET,Cruze,2013,8900,8900,22405,01/2013,diesel,168000,berlina,12 ,negro,,4514,1797,1477,2685,413/883,2023,5,5,1998,4,turbo,delantera,automatica,6,120,163,360,203,9.9,7.7,4.8,5.9,153.0,60.0,spain,alicante,vendedor profesional
AUDI,A7,2015,57500,57500,143001,01/2015,gasolina,110000,coupe,12 ,azul,,5012,1911,1419,2915,535/1390,2515,5,4,3993,8,turbo,total permanente,automatica secuencial,8,412,560,700,250,3.9,13.3,7.3,9.5,221.0,75.0,spain,toledo,vendedor profesional
SEAT,Arona,2023,18000,15900,,04/2023,gasolina,18880,"4x4, suv o pickup",12 ,gris magnetic/ negro,,,,,,,,,,,,,,,,,,,,,,,,,,spain,badajoz,vendedor profesional
LAND-ROVER,Discovery Sport,2018,19995,19995,48793,08/2018,diesel,153016,todo terreno,12 ,blanco,,4589,2069,1724,2741,541/1698,2505,5,5,1999,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,110,150,380,180,10.3,6.3,4.7,5.3,170.0,54.0,spain,valencia,vendedor profesional
SEAT,Arona,2022,19450,16682,29055,12/2022,gasolina,10945,todo terreno,24 ,gris magnetic - techo negro / metalizado,,4153,1780,1552,2566,400/0,1750,5,5,999,3,turbo,delantera,automatica secuencial,7,81,110,200,190,10.1,0.0,0.0,0.0,,40.0,spain,barcelona,vendedor profesional
BMW,Serie 3,2004,32500,31500,,06/2004,gasolina,187900,deportivo o coupe,12 ,negro,,,,,,,,,,,,,,,,252,343,,,,,,,,,spain,madrid,vendedor profesional
MINI,Countryman,2020,18990,18990,31750,02/2020,diesel,140000,todo terreno,12 ,gris,,4297,1822,1557,2670,450/1390,2015,5,5,1496,3,turbo,delantera,manual,6,85,116,270,192,11.2,4.8,3.7,4.1,107.0,51.0,spain,girona,vendedor profesional
OPEL,Astra,2020,13790,13790,28600,03/2020,gasolina,61644,berlina,12 ,royal,,4370,1809,1485,2662,370/1210,1763,5,5,1199,3,turbo,delantera,manual,6,107,145,225,220,9.4,5.2,3.8,4.3,99.0,48.0,spain,madrid,vendedor profesional
BMW,Serie 1,2020,30900,30900,42487,12/2020,diesel,27000,berlina,12 ,gris oficial,,4319,1799,1434,2670,380/1200,1980,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,216,8.4,5.0,3.7,4.2,109.0,42.0,spain,malaga,vendedor profesional
MERCEDES-BENZ,Clase C,2021,39700,38700,,09/2021,diesel,105315,pequeno,24 ,-,,,,,,,,,,,,,,,,,,,,,,,,,,spain,girona,vendedor profesional
AUDI,Q8,2020,65900,,96427,06/2020,diesel,47000,coupe,12 ,blanco,,4986,1995,1705,2994,605/1755,2890,5,5,2967,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,210,286,620,245,6.3,7.0,6.4,6.6,181.0,85.0,spain,murcia,vendedor profesional
JEEP,Wrangler,2020,58900,,64163,05/2020,diesel,21000,todo terreno,12 ,negro,,4334,1894,1841,2459,141/713,2404,3,4,2143,4,turbo de geometria variable,todo terreno traccion total conectable,automatica secuencial,8,147,200,450,,0.0,11.7,6.3,9.0,188.0,66.0,spain,alicante,vendedor profesional
SEAT,Arona,2022,19450,16682,29055,12/2022,gasolina,10945,todo terreno,24 ,gris magnetic - techo negro / metalizado,,4153,1780,1552,2566,400/0,1750,5,5,999,3,turbo,delantera,automatica secuencial,7,81,110,200,190,10.1,0.0,0.0,0.0,,40.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,EQB,2023,44000,43000,57005,07/2023,corriente electrica,6502,todo terreno,24 ,gris montana metalizado,,4684,1834,1667,2829,495/1710,2520,5,5,0,0,,delantera,"directo, sin caja de cambios",1,140,190,375,160,9.2,0.0,0.0,0.0,,0.0,spain,granada,vendedor profesional
RENAULT,Espace,2023,44350,42350,,06/2023,hibrido,12694,monovolumen,36 ,gris,,,,,,,,,,,,,,,,,,,,,,,,,,spain,vizcaya,vendedor profesional
MERCEDES-BENZ,Clase GLE,2023,89900,87900,96600,05/2023,gasolina,4969,coupe,36 ,azul,,4891,2003,1719,2915,650/1720,2880,5,5,2996,6,turbo,todo terreno traccion total permanente,automatica secuencial,9,287,390,520,250,5.7,13.7,8.7,10.5,239.0,93.0,spain,asturias,vendedor profesional
MERCEDES-BENZ,Clase GLC,2020,49900,48900,55136,06/2020,diesel,45000,todo terreno,12 ,negro / metalizado,,4658,1890,1644,2873,550/1600,2500,5,5,1950,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,143,194,400,215,7.9,6.8,3.6,5.2,137.0,66.0,spain,vizcaya,vendedor profesional
OPEL,Crossland,2022,20900,19500,28981,06/2022,diesel,20985,todo terreno,24 ,rojo,,4212,1765,1605,2604,520/1255,1855,5,5,1499,4,turbo,delantera,automatica secuencial,6,88,120,300,183,11.5,4.4,3.7,3.8,102.0,45.0,spain,sevilla,vendedor profesional
PORSCHE,911,2016,214990,,208509,02/2016,gasolina,6000,coupe,0,violeta,,4545,1880,1291,2456,125/0,1720,2,4,3996,6,,trasera,automatica secuencial,7,368,500,460,310,3.3,19.2,8.9,12.7,296.0,64.0,spain,malaga,vendedor profesional
FIAT,Tipo,2021,14900,14900,23050,09/2021,gasolina,23941,berlina,24 ,azul oceano (metalizado) / metalizado,,4368,1792,1495,2638,440/0,1900,5,5,999,3,turbo,delantera,manual,5,73,100,190,192,11.8,0.0,0.0,0.0,117.0,50.0,spain,castellon,vendedor profesional
AUDI,Q2,2022,36700,35100,41051,10/2022,diesel,27800,todo terreno,24 ,gris,,4208,1794,1508,2601,405/1050,1465,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,340,211,8.5,0.0,0.0,0.0,,50.0,spain,alicante,vendedor profesional
SEAT,Leon,2018,27490,27490,45803,05/2018,gasolina,49999,berlina,12 ,gris,,4324,1816,1435,2631,380/0,1960,5,5,1984,4,turbo de geometria variable,delantera,automatica secuencial,6,221,300,380,250,5.7,8.5,5.8,6.8,158.0,50.0,spain,barcelona,vendedor profesional
AUDI,TT,2008,9949,9650,,09/2008,gasolina,252491,deportivo o coupe,12 ,blanco / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,alicante,vendedor profesional
VOLKSWAGEN,Tiguan,2012,15299,15299,30120,06/2012,diesel,74598,todo terreno,12 ,blanco,,4426,1809,1703,2604,470/1510,2080,5,5,1968,4,turbo,delantera,manual,6,103,140,320,193,10.2,6.3,4.8,5.3,138.0,64.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase C,2011,14990,14490,39644,04/2011,gasolina,120000,stationwagon,12 ,negro,,4596,1770,1459,2760,485/1500,2040,5,5,1796,4,,trasera,automatica secuencial,7,115,156,250,213,10.0,8.7,5.4,6.6,155.0,59.0,spain,madrid,vendedor profesional
MINI,Mini Clubman,2023,21900,20900,35290,01/2023,gasolina,25000,stationwagon,12 ,negro,,4266,1800,1441,2670,360/1250,1900,5,5,1499,3,turbo,delantera,automatica secuencial,7,100,136,220,206,9.2,0.0,0.0,0.0,,48.0,spain,madrid,vendedor profesional
JAGUAR,E-Pace,2019,24900,24900,51860,01/2019,diesel,131200,todo terreno,si,azul / metalizado,,4395,1984,1649,2681,0/0,2257,5,5,1999,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,110,150,380,193,10.5,6.5,5.1,6.0,158.0,68.5,spain,malaga,vendedor profesional
FORD,EcoSport,2016,9990,,20520,05/2016,diesel,144000,todo terreno,12 ,blanco,,4017,1765,1633,2519,355/0,1686,5,5,1499,4,turbo,delantera,manual,5,70,95,0,,0.0,4.9,4.4,4.6,115.0,52.0,spain,barcelona,vendedor profesional
MAZDA,Mazda3,2018,16999,15999,,05/2018,diesel,80965,berlina mediana o grande,12 ,negro,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
MERCEDES-BENZ,Clase C,2022,46950,44950,,11/2022,diesel,11000,berlina mediana o grande,24 ,gris selenita (metalizado) / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,malaga,vendedor profesional
PORSCHE,911,2002,67000,67000,142728,10/2002,gasolina,107500,coupe,12 ,negro / metalizado,,4435,1830,1295,2350,0/0,1885,2,4,3600,6,,trasera,manual,6,309,420,560,,4.2,18.9,9.2,12.9,,64.0,spain,malaga,vendedor profesional
AUDI,R8,2016,109990,108990,199677,08/2016,gasolina,64900,coupe,12 ,rojo,,4426,1940,1240,2650,112/126,1895,2,2,5204,10,,total permanente,automatica secuencial,7,397,540,540,323,3.5,16.7,8.4,11.4,272.0,83.0,spain,cadiz,vendedor profesional
TOYOTA,Avensis,2018,14590,14090,32900,06/2018,diesel,126690,stationwagon,12 ,azul,,4820,1810,1480,2700,543/0,2109,5,5,1995,4,turbo de geometria variable,delantera,manual,6,105,143,320,200,9.8,5.7,4.0,4.6,120.0,60.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase GLA,2023,52500,49528,,11/2023,hibrido,6500,"4x4, suv o pickup",si,blanco digital / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
AUDI,Q3,2020,37000,,49511,05/2020,gasolina,31000,todo terreno,12 ,negro,,4500,1843,1556,2680,530/1400,2045,5,5,1498,4,turbo,delantera,manual,6,110,150,250,204,9.6,7.1,4.9,5.7,136.0,58.0,spain,granada,vendedor profesional
SMART,Fortwo,2017,32900,32900,23305,06/2017,gasolina,19800,convertible,12 ,perlado / metalizado,,2740,1663,1553,1873,190/0,1225,3,2,898,3,turbo,trasera,automatica secuencial,6,80,109,170,180,9.5,5.4,4.2,4.6,104.0,35.0,spain,malaga,vendedor profesional
DS,DS 7 Crossback,2019,25500,,37750,11/2019,diesel,42778,todo terreno,12 ,gris / metalizado,,4571,1895,1611,2738,555/1752,2000,5,5,1499,4,turbo de geometria variable,delantera,automatica secuencial,8,96,130,300,195,10.7,4.5,3.7,4.0,100.0,55.0,spain,madrid,vendedor profesional
BMW,Serie 1,2023,35595,33595,39785,03/2023,diesel,18346,berlina,24 ,negro / metalizado,,4319,1799,1434,2670,380/1200,1980,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,216,8.4,5.0,3.7,4.2,109.0,42.0,spain,madrid,vendedor profesional
AUDI,A3,2018,19000,17900,27460,04/2018,diesel,65000,berlina,12 ,azul,,4313,1785,1426,2637,380/1220,1820,5,5,1598,4,turbo de geometria variable,delantera,manual,6,85,116,250,200,10.5,4.6,3.8,4.1,106.0,50.0,spain,almeria,vendedor profesional
RENAULT,Megane,2023,33200,31200,44960,08/2023,hibrido enchufable,1000,berlina,24 ,gris titanium,,4359,1814,1438,2670,384/0,2060,5,5,1598,4,turbo,delantera,automatica,4,117,160,148,175,9.4,0.0,0.0,0.0,,39.0,spain,la rioja,vendedor profesional
LAND-ROVER,Range Rover Velar,2018,32990,30990,68100,07/2018,diesel,170000,todo terreno,12 ,blanco,,4803,2032,1665,2874,673/1731,2490,5,5,1999,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,132,180,430,209,8.9,6.2,4.9,5.4,152.0,63.0,spain,tarragona,vendedor profesional
AUDI,A3,2023,27990,26390,36582,01/2023,diesel,22315,berlina,24 ,glaciar,,4343,1816,1449,2636,380/1200,1960,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,360,224,8.4,0.0,0.0,0.0,,50.0,spain,madrid,vendedor profesional
PORSCHE,911,2017,110000,,150997,04/2017,gasolina,129255,targa,12 ,negro,,4499,1852,1291,2450,145/0,2040,2,4,2981,6,doble turbo,total permanente,automatica secuencial,7,309,420,500,301,4.2,10.4,6.7,8.0,184.0,64.0,spain,murcia,vendedor profesional
AUDI,A1,2023,27900,26300,32632,06/2023,gasolina,14850,berlina,24 ,blanco / metalizado,,4029,1740,1433,2563,335/1090,1655,5,5,999,3,turbo,delantera,manual,6,81,110,200,203,9.5,0.0,0.0,0.0,,40.0,spain,lugo,vendedor profesional
PORSCHE,Cayenne,2015,45999,44000,90140,06/2015,hibrido enchufable,120000,todo terreno,12 ,blanco,,4855,1939,1705,2895,1690/0,3050,5,5,2995,6,,todo terreno traccion total permanente,automatica secuencial,8,306,416,590,243,5.9,4.4,2.4,3.4,79.0,80.0,spain,madrid,vendedor profesional
KIA,XCeed,2023,27980,,38425,03/2023,hibrido enchufable,30000,todo terreno,72 ,gris,,4395,1826,1483,2650,291/1243,2030,5,5,1580,4,turbo,delantera,automatica secuencial,6,104,141,265,160,11.0,0.0,0.0,0.0,,37.0,spain,madrid,vendedor profesional
RENAULT,Megane,2010,6299,,20920,10/2010,diesel,166000,berlina,12 ,beige / metalizado,,4295,1808,1471,2641,405/1162,1779,5,5,1461,4,turbo,delantera,manual,6,81,110,240,190,10.9,5.1,4.0,4.4,114.0,60.0,spain,murcia,vendedor profesional
JEEP,Wrangler,2011,36990,,41700,03/2011,diesel,16400,todo terreno,12 ,natural green / metalizado,,4223,1873,1800,2424,141/713,2506,3,4,2776,4,turbo de geometria variable,todo terreno traccion total conectable,manual,6,147,200,410,172,10.6,8.3,6.5,7.1,187.0,66.6,spain,madrid,vendedor profesional
PEUGEOT,3008 SUV,2018,19990,19990,33700,10/2018,diesel,99123,todo terreno,12 ,rojo,,4447,1841,1620,2675,520/1482,1815,5,5,1560,4,turbo,delantera,automatica secuencial,6,88,120,300,185,11.6,4.7,3.9,4.2,108.0,53.0,spain,madrid,vendedor profesional
PEUGEOT,3008,2019,19990,18490,29470,09/2019,diesel,121617,monovolumen,12 ,gris amazonite (metalizado) / metalizado,,4365,1837,1625,2613,432/512,2020,5,5,1560,4,turbo de geometria variable,delantera,manual,6,88,121,300,183,12.0,4.6,3.8,4.1,108.0,60.0,spain,sevilla,vendedor profesional
KIA,Niro,2020,18995,16695,30075,01/2020,gasolina y corriente electrica,83000,todo terreno,24 ,runway red (cr5),,4355,1805,1535,2700,410/1408,1930,5,5,1580,4,,delantera,automatica secuencial,6,104,141,265,164,11.5,0.0,0.0,0.0,86.0,45.0,spain,barcelona,vendedor profesional
VOLKSWAGEN,Golf,2019,17490,15990,27322,09/2019,diesel,114264,berlina,12 ,negro profundo (efecto perla) / metalizado,,4258,1790,1492,2620,380/1270,1800,5,5,1598,4,turbo de geometria variable,delantera,manual,5,85,115,250,198,10.2,4.7,3.9,4.2,108.0,50.0,spain,sevilla,vendedor profesional
AUDI,A3,2023,36990,35390,40268,01/2023,diesel,9744,berlina,24 ,daytona,,4495,1816,1425,2636,425/0,1975,4,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,360,232,8.4,0.0,0.0,0.0,,50.0,spain,madrid,vendedor profesional
CITROEN,C3 Aircross,2023,18500,16990,24400,06/2023,gasolina,11526,todo terreno,24 ,gris,,4160,1824,1597,2604,410/520,1795,5,5,1199,3,turbo,delantera,manual,6,81,110,205,195,8.8,0.0,0.0,0.0,,45.0,spain,madrid,vendedor profesional
BMW,Serie 3,2020,36900,,51950,07/2020,gasolina,36818,berlina,24 ,gris / metalizado,,4709,1827,1435,2851,480/0,2060,4,5,1998,4,turbo,trasera,automatica secuencial,8,190,258,400,250,5.9,7.1,4.8,5.6,129.0,59.0,spain,madrid,vendedor profesional
RENAULT,Koleos,2018,19490,17990,30950,04/2018,diesel,134756,todo terreno,12 ,azul atlantico (metalizado) / metalizado,,4672,1843,1673,2705,542/0,2153,5,5,1600,4,turbo de geometria variable,delantera,manual,6,96,130,320,185,0.0,5.1,4.2,4.6,120.0,60.0,spain,sevilla,vendedor profesional
KIA,Picanto,2022,10990,,15185,03/2022,gasolina,8053,berlina,60 ,rojo,,3595,1595,1485,2400,255/1010,1400,5,5,998,3,,delantera,manual,5,49,67,98,161,14.6,0.0,0.0,0.0,98.0,35.0,spain,ciudad real,vendedor profesional
KIA,Ceed,2023,19490,17990,21400,06/2023,gasolina,16321,berlina,72 ,plateado,,4310,1800,1447,2650,395/1291,1800,5,5,998,3,turbo,delantera,manual,6,88,120,172,190,11.1,6.7,4.8,5.5,127.0,50.0,spain,barcelona,vendedor profesional
SEAT,Leon,2014,14000,14000,26780,07/2014,diesel,103721,berlina,12 ,negro,,4236,1810,1431,2596,380/0,1840,3,5,1968,4,turbo de geometria variable,delantera,manual,6,135,184,380,228,7.4,5.3,4.1,4.5,118.0,50.0,spain,albacete,vendedor profesional
MERCEDES-BENZ,Clase GLA,2019,25499,24499,35107,02/2019,diesel,118000,todo terreno,12 ,blanco polar (solido),,4417,1804,1494,2699,421/0,2020,5,5,2143,4,turbo de geometria variable,delantera,automatica secuencial,7,100,136,300,205,9.1,5.0,3.7,4.2,108.0,50.0,spain,jaen,vendedor profesional
PORSCHE,Cayenne,2023,111900,,109510,06/2023,hibrido enchufable,18000,coupe,30 ,negro cromita metalizado,,4931,1983,1676,2895,500/1440,3055,5,5,2995,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,340,462,700,253,5.1,0.0,0.0,3.7,90.0,75.0,spain,valencia,vendedor profesional
VOLKSWAGEN,Taigo,2022,19900,18900,27480,06/2022,gasolina,21000,todo terreno,12 ,blanco,,4266,1757,1515,2554,440/1222,1780,5,5,999,3,turbo,delantera,manual,5,70,95,175,183,11.1,0.0,0.0,0.0,,40.0,spain,las palmas,vendedor profesional
SEAT,Leon,2017,13490,13490,21800,07/2017,gasolina,97000,berlina,12 ,rojo,,4282,1816,1459,2636,380/0,1770,5,5,1395,4,turbo,delantera,manual,6,92,125,200,203,9.1,6.7,4.3,5.2,120.0,50.0,spain,girona,vendedor profesional
HONDA,CR-V,2023,50750,49750,51545,10/2023,gasolina y corriente electrica,100,todo terreno,60 ,canyon river blue,,4706,1866,1674,2701,587/1642,2260,5,5,1993,4,turbo,delantera,automatica secuencial,1,135,184,335,194,9.0,0.0,0.0,0.0,,57.0,spain,valencia,vendedor profesional
AUDI,Q7,2018,42990,40990,75054,01/2018,diesel,157000,todo terreno,12 ,blanco,,5052,1968,1741,2994,890/2075,2765,5,5,2967,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,200,272,600,234,6.3,6.2,5.4,5.9,154.0,75.0,spain,malaga,vendedor profesional
BMW,X6,2019,77000,75460,86508,12/2019,diesel,45000,coupe,12 ,blanco,,4935,2004,1696,2975,580/1530,2860,5,5,2993,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,195,265,620,230,6.5,6.9,5.7,6.2,161.0,80.0,spain,vizcaya,vendedor profesional
PORSCHE,911,2007,78000,,,11/2007,gasolina,88600,deportivo o coupe,12 ,marron macadamia metallic (m8w) / metalizado,,,,,,,,,,,,,,,,353,480,,,,,,,,,spain,valladolid,vendedor profesional
PORSCHE,Macan,2022,78500,,79064,11/2022,gasolina,19000,todo terreno,12 ,gris,,4726,1922,1621,2807,458/1503,2510,5,5,1984,4,turbo,todo terreno traccion total permanente,automatica secuencial,7,195,265,400,232,6.4,0.0,0.0,0.0,,65.0,spain,alicante,vendedor profesional
PEUGEOT,Rifter,2021,19890,17990,25961,06/2021,diesel,68000,monovolumen,12 ,blanco,,4403,1907,1874,2785,775/3500,2135,5,5,1499,4,turbo,delantera,manual,5,75,100,250,172,12.4,4.6,3.9,4.2,110.0,0.0,spain,barcelona,vendedor profesional
BMW,X2,2018,27990,25990,41935,06/2018,diesel,69000,todo terreno,12 ,azul / metalizado,,4360,1824,1526,2670,470/1355,2115,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,207,10.0,4.9,4.0,4.4,114.0,51.0,spain,vizcaya,vendedor profesional
BMW,Serie 2,2017,14995,13995,33135,05/2017,diesel,143581,monovolumen,12 ,gris / metalizado,,4556,1800,1608,2780,645/1905,2070,5,5,1496,3,turbo de geometria variable,delantera,manual,6,85,116,270,192,11.1,4.5,4.0,4.2,108.0,51.0,spain,vizcaya,vendedor profesional
FIAT,Tipo,2019,11100,,21100,03/2019,diesel,90000,berlina,12 ,marron,,4368,1792,1495,2638,440/0,1865,5,5,1248,4,turbo,delantera,manual,5,70,95,200,181,12.5,5.3,3.6,4.2,103.0,50.0,spain,sevilla,vendedor profesional
TOYOTA,Corolla,2021,20900,18900,,05/2021,gasolina y corriente electrica,72568,berlina mediana o grande,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
LAND-ROVER,Range Rover Sport,2018,39495,39495,98110,08/2018,diesel,160000,todo terreno,12 ,gris,,4879,1983,1803,2923,780/1868,3050,5,5,2993,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,225,306,700,209,7.3,7.9,6.4,7.0,195.0,86.0,spain,cordoba,vendedor profesional
BMW,X5,2007,8900,8900,58900,04/2007,diesel,394000,todo terreno,12 ,negro,,4854,1933,1766,2933,620/1750,2755,5,5,2993,6,turbo,todo terreno traccion total permanente,automatica secuencial,6,173,235,520,215,8.3,10.2,6.9,8.1,214.0,85.0,spain,murcia,vendedor profesional
OPEL,Cabrio,2016,11990,,32000,06/2016,gasolina,99000,convertible,12 ,gris / metalizado,,4696,1839,1443,2695,280/750,2110,2,4,1362,4,turbo,delantera,manual,6,103,140,200,207,10.9,7.8,5.4,6.3,149.0,56.0,spain,malaga,vendedor profesional
LAND-ROVER,Range Rover,2015,39900,,145700,09/2015,diesel y corriente electrica,168000,todo terreno,12 ,granate / metalizado,,4999,1983,1835,2922,550/1121,3100,5,5,2993,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,250,340,700,218,6.9,6.8,5.9,6.2,164.0,80.0,spain,cordoba,vendedor profesional
VOLKSWAGEN,Polo,2020,14990,12990,,11/2020,gasolina,83425,berlina mediana o grande,0,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
CITROEN,C5 Aircross,2022,25600,,35805,06/2022,diesel,34570,todo terreno,24 ,gris,,4500,1969,1654,2730,580/720,2000,5,5,1499,4,turbo,delantera,manual,6,96,130,300,189,10.4,0.0,0.0,0.0,,53.0,spain,almeria,vendedor profesional
CUPRA,Leon,2023,29500,28400,36170,03/2023,gasolina,15000,stationwagon,24 ,rojo dessire,,4657,1799,1437,2689,620/0,1980,5,5,1498,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,250,216,8.9,0.0,0.0,0.0,,45.0,spain,cantabria,vendedor profesional
